"id","lob_channel_casetype_mapping_id","status_code","reason_code","is_closure_tab_visible","created_at","created_by","modified_at","modified_by"
"13","20","2","5",True,"2026-04-06 05:50:32.570517","ADMIN",NULL,NULL
"14","20","2","1",True,"2026-04-06 05:50:32.570517","ADMIN",NULL,NULL
"15","20","2","14",True,"2026-04-06 05:50:32.570517","ADMIN",NULL,NULL
"16","20","5","13",True,"2026-04-06 05:50:32.570517","ADMIN",NULL,NULL
